id,duration
0fIffclhgJC5h8AdMMVvkp,214960
6MBEjJlXQYXr8dfxDvZuoA,226293
6mb81FibbHVFICW7MWlEpO,451200
6AdQ1rD4U0GippNGIm7wJ7,434878
6ZGjzFbyoujuPdBpGLYKuC,144750
3U19GVybWYwG0wMXzrgL2h,100562
7dsImih2L25fa6qjNphBI7,210546
6tOyGXVcdz0JXWh3o8Sv3c,454759
6bwCLBbmmnuxjzCMOt3zfX,213960
6RDn5BOqtowWzQHwl7CVz8,469672
6TvYtabYoc5plSB9kJpgOs,228571
2bL9hULxS1ZFy5Ap3YTWfj,342330
4AYpY2kqEQk4IcwsdzLlR7,174500
1Dq9v38I2fKm8zRXSTdsGX,269027
3BsRVYxmYWzLkM1kWpDo59,308874
3rtOYQsLT0jxkRmZQvUWu5,140919
3JL2TBZPqWxRffOkiVDW4y,351851
1oQ8gHxnQ8DPQLLxBGxzDX,160000
16TmFbChPRVzNZOlGylxDS,144102
3HL8uM3d8I1NFuUlBVlRv2,160952
0C3QADQBYFjcSeU8bY7Oex,219715
28rFqLIV8tXfyR9rzPoCLI,250645
0bbbk5ABPnS4OyNBdJ44Aw,804174
5esZWlW1SijQtw30OcWyUs,397440
1dsVIoiV96Goqv1jGbJySI,162280
4NhDYoQTYCdWHTvlbGVgwo,132303
3W2ZcrRsInZbjWylOi6KhZ,282812
2Hkwx2OBnz0wGtmaKhO7hu,180244
05l8gar0zi91Ytx62vuyc4,276459
7p1jTvgw2DdXFn8J2xQN5F,257142
0mcMYeHHRc8qIlg3XcUtz4,446129
6epIhVc3Zn6AUZ27EsOLZt,424240
22QkHm06v6OrxJvgisEEw2,181180
02cyI9GE6GQqh60CZADM8v,163500
0cZcOtDqLaavK7LowhTBsa,139130
4UzBxoEAFd0gvYZCCcqNis,455000
52PSjbgJzKUjGTxMyvJmjM,149000
0OLkOluY6Az9nP4c6LqSRd,206343
4eYTolVDHHX9k6E9cf8ysI,374000
7grNHTSADMlLZ96mH4wI85,436150
2hSND2hVEPenTYfmWJ9GDr,253548
